,latitude,longitude,availability_365,id,reviews,last_review
85,-22.91666,-43.17947,330,219250,24,2020-02-10
86,-22.92807,-43.24069,364,220377,0,2017-04-06
87,-22.98077,-43.19119,264,221379,0,2019-11-29
88,-22.9828,-43.20467,334,223073,18,2020-02-18
89,-22.93729,-43.17459,157,223200,1,2020-01-31
90,-22.97822,-43.19034,322,230989,5,2020-02-23
91,-22.96982,-43.38807,160,231105,22,2020-01-25
92,-22.98102,-43.19212,360,231497,2,2020-02-19
93,-22.97733,-43.18987,329,231516,-1,2016-08-21
94,-22.96321,-43.17544,101,236991,5,2019-07-01
95,-22.96434,-43.17563,305,239531,6,2020-02-17
96,-22.96817,-43.17987,347,245951,0,2019-03-08
97,-22.98666,-43.19321,47,247779,5,2020-02-05
98,-22.98091,-43.19152,235,248756,5,2020-01-12
99,-22.97561,-43.18791,337,249323,3,2019-11-17
100,-23.01129,-43.32305,213,249616,7,2020-02-14
101,-22.96911,-43.18836,98,249842,0,2020-01-19
102,-22.99176,-43.23313,361,251701,0,2019-11-13
103,-22.97725,-43.19039,98,251868,2,2020-01-24
104,-22.91742,-43.1833,22,256323,3,2020-02-03
105,-22.98831,-43.35749,365,260323,0,2012-02-23
106,-22.95349,-43.18113,362,262466,0,2016-01-05
107,-23.00291,-43.39086,172,264816,5,2019-12-13
108,-22.96404,-43.17499,126,265072,-9,2020-02-05
109,-22.97254,-43.18939,363,266698,1,2014-03-07
110,-22.99339,-43.23687,92,271975,0,2019-12-02
111,-22.96413,-43.17436,287,272335,8,2020-02-23
112,-22.96717,-43.18776,363,272631,0,2020-02-11
113,-22.96496,-43.22016,85,273333,0,2017-12-24
114,-22.91892,-43.1808,85,273363,0,2017-12-04
115,-22.97542,-43.19857,250,273463,51,2020-02-23
116,-22.98338,-43.22332,321,273496,6,2020-02-10
117,-22.91676,-43.1807,0,273753,-8,2019-10-02
118,-22.91942,-43.18514,272,274116,3,2020-01-06
119,-22.91577,-43.18744,365,274552,0,2017-01-12
120,-22.98126,-43.19943,299,276986,0,2016-08-15
121,-22.9963,-43.26018,0,277124,-2,2019-08-27
122,-22.98831,-43.19115,0,277923,1,2019-02-03
123,-22.98069,-43.19277,56,278679,4,2020-01-03
124,-22.97997,-43.21108,357,278745,0,2013-06-25
125,-22.94265,-43.18768,355,280625,0,2020-01-04
126,-22.91398,-43.18404,361,280765,0,2019-10-03
127,-22.97406,-43.20676,48,281459,1,2020-01-12
128,-22.93663,-43.1766,181,282071,0,2020-01-01
129,-22.98484,-43.1949,363,284762,1,2020-01-02
130,-22.96207,-43.17469,90,284910,-1,2019-10-10
131,-22.9619,-43.1749,265,285363,0,2019-10-02
132,-22.91411,-43.18577,243,285817,-2,2019-02-03
133,-22.96633,-43.17754,240,286677,1,2020-01-05
134,-22.96333,-43.17483,365,286702,5,2020-02-17
135,-22.96633,-43.17754,236,286788,1,2019-10-08
136,-22.96577,-43.17648,364,286792,0,2019-01-02
137,-22.98482,-43.19077,267,288758,2,2019-12-08
138,-22.96633,-43.17754,245,289898,0,2019-01-01
139,-22.98069,-43.19277,166,290503,2,2019-01-11
140,-22.9646,-43.19059,83,291771,0,2018-02-20
141,-22.91495,-43.18232,364,293166,0,2017-01-13
142,-22.96959,-43.18886,230,294292,1,2018-01-01
143,-22.94289,-43.19204,292,295493,1,2014-06-29
144,-22.93352,-43.18117,355,295955,1,2020-01-07
145,-22.91523,-43.18127,347,297908,6,2020-02-22
146,-22.97985,-43.19135,208,298913,6,2020-02-09
147,-22.92999,-43.19406,365,299352,0,2014-07-06
148,-22.97954,-43.19019,66,306113,3,2020-02-11
149,-22.98355,-43.19793,88,307714,0,2018-01-03
150,-22.96777,-43.18192,266,310233,0,2020-01-08
151,-22.9684,-43.18209,248,311801,8,2020-02-09
152,-22.98377,-43.20067,283,313223,7,2020-02-21
153,-22.88177,-43.49129,365,313441,0,2014-06-23
154,-22.98856,-43.22641,67,314975,0,2019-03-06
155,-22.98649,-43.19793,65,315102,2,2020-02-11
156,-22.9806,-43.19818,115,315109,0,2015-04-22
157,-22.97916,-43.22686,345,316355,0,2017-03-01
158,-22.94315,-43.18478,290,316652,2,2020-02-01
159,-22.96904,-43.18197,352,318861,1,2020-02-02
160,-22.94109,-43.18754,365,321637,0,2012-02-21
161,-22.94079,-43.18847,365,321648,0,2015-01-09
162,-22.92464,-43.19156,365,321802,1,2019-01-15
163,-22.98531,-43.20082,305,322004,12,2020-02-21
164,-22.98212,-43.1984,362,323213,1,2020-01-18
165,-22.96488,-43.17707,198,324324,10,2020-01-28
166,-22.94051,-43.18752,364,324541,0,2015-11-09
167,-22.94231,-43.18528,345,324679,0,2018-09-04
168,-22.9831,-43.30134,355,326393,2,2020-01-03
169,-22.97717,-43.18935,327,326575,-32,2020-02-20
170,-22.92473,-43.19144,365,326674,0,2016-08-20
171,-22.9227,-43.18337,365,327375,1,2018-02-13
172,-22.92087,-43.18862,365,328626,0,2012-02-21
173,-22.97738,-43.22418,360,331088,0,2020-01-10
174,-22.94311,-43.18366,358,331199,0,2020-01-02
175,-22.92854,-43.19478,354,332150,0,2020-01-05
176,-22.92873,-43.19412,341,332151,0,2020-01-23
177,-22.92357,-43.17212,334,332374,1,2020-01-03
178,-22.96873,-43.18238,363,333305,0,2016-08-24
179,-22.94491,-43.18312,287,336569,3,2020-02-13
180,-22.91563,-43.18811,360,337105,0,2014-07-16
181,-22.96484,-43.17288,97,342874,13,2020-02-02
182,-23.01124,-43.37254,336,344463,0,2019-11-05
183,-22.96653,-43.18057,292,347295,2,2019-11-27
184,-22.9827,-43.19102,320,347820,20,2020-02-02
185,-22.98194,-43.18916,314,347883,15,2019-10-06
186,-22.98289,-43.19099,30,355285,0,2020-01-29
187,-22.97369,-43.19022,71,357554,3,2020-02-11
188,-22.95092,-43.19874,207,357889,0,2019-11-20
189,-22.96689,-43.1805,302,360877,13,2020-02-21
190,-23.01466,-43.30411,0,361568,1,2019-07-11
191,-22.97523,-43.18878,319,363370,18,2020-02-02
192,-22.98652,-43.19532,180,368146,15,2020-02-05
193,-22.97624,-43.19563,27,371899,1,2019-03-06
194,-22.98484,-43.19613,209,371950,24,2020-02-08
195,-22.9864,-43.1928,87,380887,12,2020-02-14
196,-22.96582,-43.19118,361,383985,0,2020-01-10
197,-22.91339,-43.17586,342,392267,6,2020-02-10
198,-22.98371,-43.19574,217,394953,0,2019-08-25
199,-22.98176,-43.22163,72,396849,5,2019-09-29
200,-22.91688,-43.18323,70,397397,1,2020-02-09
201,-22.92041,-43.19038,0,399476,0,2017-07-15
202,-22.96769,-43.18397,89,400326,6,2020-02-09
203,-22.96874,-43.1861,342,400887,5,2020-01-26
204,-23.00924,-43.34072,361,402104,0,2018-01-22
205,-22.98336,-43.19144,179,404771,0,2020-01-20
206,-22.97393,-43.18862,141,405444,5,2020-01-30
207,-22.97242,-43.18834,185,406603,7,2020-02-21
208,-22.96778,-43.18204,268,409038,0,2019-11-01
209,-22.98545,-43.23312,24,409156,2,2020-02-15
210,-22.94625,-43.33678,364,409668,0,2020-01-02
211,-22.95411,-43.19505,364,416290,1,2020-02-24
212,-22.99578,-43.25397,365,419204,0,2018-12-31
213,-22.95733,-43.2031,329,421001,3,2020-01-28
214,-22.98168,-43.19363,15,424916,1,2020-02-24
215,-22.9888,-43.23386,365,428263,0,2014-06-30
216,-22.98427,-43.20796,363,428798,0,2020-01-24
217,-22.91697,-43.18594,362,429280,19,2020-02-02
218,-22.93359,-43.17734,323,436868,0,2019-07-16
219,-22.97789,-43.22561,363,438767,0,2020-01-05
220,-22.96274,-43.17718,203,439879,1,2019-11-30
221,-22.93436,-43.19292,361,440183,0,2020-01-03
222,-22.98595,-43.19903,364,441118,0,2013-05-20
223,-22.98623,-43.2002,365,441119,1,2018-11-07
224,-22.9594,-43.20253,363,441712,2,2019-11-18
225,-22.92119,-43.1746,333,442509,1,2020-01-01
226,-22.94288,-43.18115,364,444101,1,2020-01-02
227,-22.97237,-43.18761,300,444250,10,2020-02-18
228,-22.98168,-43.19363,58,447602,1,2018-08-26
229,-22.95799,-43.2039,361,449040,0,2016-02-28
230,-22.99124,-43.47979,363,449177,0,2019-04-28
231,-22.98115,-43.19109,294,449391,3,2020-02-13
232,-22.91586,-43.20939,256,452500,0,2017-04-03
233,-22.98316,-43.20806,348,453069,1,2019-10-07
234,-22.98516,-43.20307,360,458264,0,2016-08-17
235,-22.93596,-43.17961,311,464220,4,2019-10-09
236,-22.96127,-43.20417,365,465227,0,2019-03-03
237,-22.98357,-43.19369,365,466477,1,2019-10-01
238,-22.94939,-43.1825,344,471651,-1,2020-01-26
239,-22.98253,-43.19124,363,473180,0,2019-09-02
240,-22.98647,-43.19431,359,480220,1,2020-01-10
241,-23.00871,-43.32223,360,483578,0,2020-02-06
242,-22.98504,-43.19228,346,484267,11,2020-02-21
243,-23.00463,-43.37646,318,484296,0,2019-12-02
244,-22.98177,-43.1999,285,485293,11,2020-02-06
245,-22.99009,-43.23293,353,487461,0,2019-10-07
246,-22.98433,-43.22915,364,488190,1,2020-01-06
247,-22.98497,-43.22551,152,490098,5,2020-02-06
248,-22.97576,-43.19078,317,492856,9,2020-01-21
249,-22.96515,-43.1891,362,493569,5,2020-02-22
250,-22.98758,-43.19323,363,494703,1,2020-01-05
251,-22.99187,-43.23301,142,494903,81,2020-02-12
252,-22.93193,-43.24091,358,496174,0,2013-02-14
253,-22.99887,-43.41571,362,496864,2,2020-01-05
254,-22.97403,-43.41389,277,504450,0,2019-10-06
255,-22.98038,-43.19809,363,505165,0,2019-03-06
256,-22.94433,-43.20504,340,507900,10,2020-02-23
257,-22.91255,-43.1903,360,508012,0,2014-07-04
258,-23.01057,-43.36956,365,508247,2,2020-02-09
259,-22.98241,-43.19756,364,508383,1,2020-01-02
260,-22.98259,-43.1985,60,509929,1,2020-02-09
261,-22.96362,-43.17601,365,510354,0,2017-05-17
262,-22.96315,-43.16939,178,512634,2,2020-02-23
263,-22.95578,-43.19387,333,515144,3,2020-01-05
264,-22.98673,-43.19772,204,519097,8,2020-02-16
265,-23.01106,-43.32761,0,519542,7,2020-01-12
266,-22.96532,-43.18013,357,519865,6,2020-01-11
267,-22.92895,-43.19427,339,523503,1,2019-08-12
268,-22.96539,-43.17962,365,528329,0,2019-10-06
269,-22.97301,-43.22606,362,528389,-1,2020-01-02
270,-22.98156,-43.20012,361,528558,-5,2020-02-10
271,-22.9856,-43.19892,158,528951,24,2020-02-23
272,-22.97644,-43.18954,347,530753,2,2020-02-20
273,-22.98583,-43.19577,337,536931,9,2020-02-16
274,-22.92957,-43.19309,344,537390,0,2020-01-27
275,-22.98224,-43.21673,162,538034,3,2019-07-10
276,-22.96806,-43.18561,358,540421,0,2020-02-14
277,-22.94428,-43.20513,343,545007,11,2020-01-28
278,-23.01398,-43.44823,365,547967,0,2015-09-10
279,-23.00968,-43.34204,7,552767,2,2019-09-30
280,-22.9492,-43.18457,306,555606,17,2020-02-18
281,-22.97863,-43.19001,262,557344,0,2019-06-28
282,-22.95426,-43.17443,365,561102,0,2019-01-02
283,-22.97078,-43.18482,238,566927,5,2020-02-16
284,-22.96562,-43.17633,365,567300,0,2016-08-13
285,-22.96511,-43.17642,365,567326,0,2017-02-27
286,-22.96474,-43.17555,365,567338,0,2014-07-17
287,-22.98253,-43.19428,322,569509,3,2020-02-17
288,-22.96528,-43.19077,329,570053,0,2018-03-18
289,-22.97067,-43.18922,325,571163,0,2020-01-03
290,-22.96356,-43.17931,0,573086,0,2017-09-25
291,-22.96653,-43.17979,365,577253,2,2019-10-07
292,-22.92114,-43.18603,355,579448,0,2019-10-07
293,-22.9218,-43.18602,365,579704,0,2013-10-04
294,-22.92107,-43.18675,175,579756,1,2019-10-07
295,-22.96229,-43.17556,38,584211,1,2020-01-26
296,-22.9821,-43.19923,218,588751,0,2020-02-11
297,-22.98503,-43.20625,365,589233,2,2017-02-24
298,-22.98525,-43.20481,362,589234,0,2016-08-22
299,-22.96423,-43.17949,364,592628,7,2020-01-05
300,-22.98772,-43.19411,205,603810,9,2020-01-25
301,-22.98353,-43.19422,68,604508,2,2020-01-02
302,-22.98373,-43.21874,277,609019,4,2019-10-06
303,-22.93378,-43.19859,364,613205,0,2019-10-06
304,-22.98454,-43.19895,363,628098,0,2020-01-05
305,-22.91178,-43.17856,156,634422,65,2020-02-17
306,-22.97178,-43.39226,0,636684,0,2019-04-08
307,-22.96662,-43.18885,276,642625,0,2020-02-07
308,-22.96169,-43.17568,298,644003,0,2016-02-09
309,-22.94442,-43.18357,219,651539,2,2020-01-15
310,-23.01084,-43.34169,308,654070,0,2013-11-13
311,-23.01058,-43.34071,334,654085,0,2019-03-05
312,-23.0097,-43.34209,313,654296,0,2019-02-28
313,-22.9832,-43.20007,364,655106,0,2020-01-04
314,-22.96882,-43.18073,270,658035,18,2020-02-06
315,-22.98062,-43.19141,328,669421,0,2020-02-09
316,-22.9799,-43.2258,347,669776,4,2020-02-24
317,-22.9147,-43.18631,63,670109,39,2020-02-20
318,-22.97484,-43.18711,313,672835,23,2020-02-06
319,-22.98494,-43.19087,364,672921,0,2019-08-05
320,-22.98591,-43.20128,365,673003,0,2016-04-02
321,-22.98165,-43.18953,360,673054,-3,2019-05-16
322,-22.94388,-43.18126,365,673733,0,2016-12-08
323,-22.94023,-43.17995,127,675035,13,2020-02-12
324,-22.9855,-43.23053,364,675488,0,2016-02-11
325,-22.98226,-43.19215,277,676235,4,2020-02-13
326,-22.99189,-43.2325,365,676840,0,2019-04-09
327,-22.98415,-43.20738,364,676983,0,2016-08-15
328,-22.96869,-43.1825,349,677655,1,2019-10-08
329,-22.97187,-43.187,293,680320,0,2020-01-04
330,-22.98684,-43.20925,365,681007,0,2015-03-11
331,-23.00678,-43.35017,364,681179,0,2019-10-07
332,-22.96945,-43.189,360,682459,0,2020-01-03
333,-22.98574,-43.19723,365,686590,0,2016-02-21
334,-22.98411,-43.19684,342,686738,0,2020-02-15
335,-22.98281,-43.24237,365,689997,3,2020-02-24
336,-22.98441,-43.205,365,690895,0,2016-03-29
337,-22.98572,-43.18899,363,692289,0,2014-06-29
338,-22.96158,-43.1745,365,694303,0,2014-07-16
339,-22.98458,-43.19219,135,695304,3,2019-06-01
340,-22.98685,-43.18861,363,697154,0,2013-08-23
341,-22.96429,-43.17585,315,698825,13,2020-01-17
342,-22.94819,-43.16285,55,707540,5,2020-01-02
343,-22.98098,-43.19559,363,710071,0,2020-02-07
344,-22.98545,-43.21184,47,710338,8,2020-02-01
345,-22.95534,-43.19362,204,713631,2,2020-01-08
346,-22.98119,-43.23673,356,716516,5,2020-01-26
347,-22.98731,-43.22521,337,720654,0,2017-03-01
348,-22.97267,-43.18556,364,720736,0,2020-01-02
349,-22.98262,-43.19819,311,724673,3,2020-02-18
350,-22.98499,-43.20483,354,724742,6,2020-01-02
351,-22.95793,-43.18197,346,726410,0,2017-09-19
352,-22.98532,-43.20421,145,726698,0,2020-01-02
353,-22.98532,-43.20421,360,726701,2,2020-02-06
354,-22.98418,-43.20349,114,726703,1,2019-03-05
355,-22.98532,-43.20421,179,726705,2,2019-11-18
356,-22.9651,-43.17945,338,727379,28,2020-02-01
357,-22.95695,-43.20294,361,727437,2,2020-01-01
358,-22.98192,-43.19143,308,730997,10,2020-02-09
359,-23.00562,-43.32815,363,736118,0,2012-10-15
360,-22.98096,-43.19337,154,743447,6,2019-05-26
361,-22.97434,-43.1883,364,746187,1,2020-01-23
362,-22.96768,-43.18241,365,747176,0,2013-01-03
363,-22.98602,-43.20751,331,749237,2,2020-02-16
364,-22.96082,-43.16616,246,749870,2,2019-10-23
365,-22.9638,-43.17137,360,752685,0,2019-03-06
366,-22.95963,-43.17102,361,753354,2,2020-01-26
367,-22.98235,-43.24113,364,758632,1,2019-10-15
368,-22.98241,-43.23959,362,758966,1,2020-01-02
369,-22.98617,-43.22267,89,761420,1,2019-08-05
370,-23.00529,-43.36863,83,761468,0,2016-12-16
371,-22.9828,-43.20467,341,762336,-1,2020-02-18
372,-22.96035,-43.17091,327,762988,3,2020-01-21
373,-22.9447,-43.18328,365,764205,0,2013-02-13
374,-22.95735,-43.18212,348,764769,0,2016-01-24
375,-22.93582,-43.19833,364,765255,1,2020-01-01
376,-22.98261,-43.22565,83,765614,9,2020-02-09
377,-22.98683,-43.19864,335,770452,15,2020-02-06
378,-22.98662,-43.18973,292,772144,9,2020-02-01
379,-22.94539,-43.20566,0,779951,2,2020-02-16
380,-22.98226,-43.19391,313,784804,6,2020-02-11
381,-22.98499,-43.22166,167,786954,0,2013-01-03
382,-22.91885,-43.18178,361,787827,0,2016-02-10
383,-22.91549,-43.19011,0,791186,-1,2019-06-28
384,-22.9844,-43.21132,363,793707,1,2020-01-04
385,-22.91043,-43.17339,4,797547,0,2019-03-09
386,-22.96253,-43.17619,348,800000,2,2019-10-06
387,-22.97605,-43.2265,85,801478,0,2020-01-01
388,-22.98303,-43.19187,343,801784,8,2020-01-02
389,-22.94804,-43.18472,365,803193,0,2014-06-27
390,-22.96223,-43.17281,364,803773,-4,2020-01-06
391,-22.98683,-43.21121,363,805458,2,2020-01-05
392,-22.98168,-43.19363,9,807328,2,2017-10-13
393,-22.98527,-43.20079,292,808557,8,2020-02-18
394,-22.97011,-43.18822,240,808744,1,2020-02-19
395,-22.9842,-43.2112,357,810603,0,2014-07-15
396,-22.98452,-43.19391,364,810712,0,2014-01-03
397,-22.98566,-43.19644,89,810940,7,2019-11-15
398,-22.98206,-43.18994,340,815598,6,2020-01-16
399,-22.96311,-43.17609,6,816333,0,2014-06-21
400,-22.98593,-43.20539,362,819355,0,2015-11-25
401,-22.98611,-43.20631,364,820041,0,2019-01-03
402,-22.98618,-43.20637,364,821174,0,2018-04-23
403,-22.95518,-43.19846,61,822062,0,2014-11-23
404,-22.98093,-43.19337,156,822913,5,2020-01-10
405,-22.97625,-43.1895,220,824102,5,2019-10-13
406,-22.96687,-43.182,182,826001,1,2013-02-26
407,-22.94428,-43.18378,359,826814,0,2020-02-01
408,-23.01351,-43.39146,364,827295,1,2019-10-07
409,-22.95955,-43.16566,364,827448,0,2019-10-06
410,-22.96335,-43.17684,365,827529,0,2016-03-02
411,-22.96734,-43.18163,353,829813,1,2016-08-13
412,-22.94973,-43.19226,0,831493,0,2017-09-24
413,-22.99076,-43.22911,352,833353,1,2019-12-31
414,-22.96514,-43.17247,364,833541,0,2019-08-07
415,-22.96888,-43.18975,72,834737,5,2020-01-22
416,-22.98575,-43.19156,332,837839,3,2020-01-03
417,-22.91344,-43.18495,314,838417,1,2018-12-07
418,-22.98122,-43.19989,364,838505,0,2020-01-05
419,-22.94622,-43.33605,363,838726,0,2016-08-12
420,-22.94806,-43.33549,363,838730,1,2015-02-21
421,-22.98567,-43.20828,365,839306,0,2013-06-10
422,-22.90304,-43.18238,365,840051,0,2014-03-27
423,-22.98578,-43.18971,310,841897,16,2020-01-03
424,-22.97113,-43.18415,363,842261,1,2020-01-02
425,-22.98192,-43.19417,285,842292,0,2020-01-08
426,-22.98322,-43.19993,363,842742,0,2013-01-10
427,-22.98309,-43.22447,365,843411,0,2014-07-14
428,-23.01079,-43.29422,34,844070,5,2020-01-19
429,-22.94739,-43.18424,272,844149,0,2019-06-01
430,-23.0167,-43.45292,220,846603,6,2020-02-04
431,-22.98274,-43.19557,2,846689,21,2020-01-05
432,-22.96709,-43.1802,331,846716,7,2020-02-16
433,-22.9775,-43.19235,365,849887,0,2018-12-30
434,-22.98393,-43.20171,365,850066,1,2017-02-25
435,-22.98527,-43.20081,311,850307,7,2020-02-12
436,-22.98391,-43.2103,298,850322,3,2020-01-18
437,-22.98136,-43.19933,309,851410,3,2020-02-22
438,-22.9853,-43.20421,343,851476,6,2020-02-14
439,-22.99743,-43.23927,117,853793,7,2020-02-23
440,-22.98314,-43.21085,360,854496,1,2020-02-12
441,-22.98516,-43.19089,321,854771,13,2020-01-13
442,-22.96368,-43.175,361,855016,1,2020-01-26
443,-22.92072,-43.18146,344,856009,4,2020-01-11
444,-22.96337,-43.21946,362,856351,0,2016-01-09
445,-23.01017,-43.35548,60,858171,7,2019-11-23
446,-22.91113,-43.18704,0,861118,0,2019-03-16
447,-22.9242,-43.17487,334,861849,1,2020-01-25
448,-22.98329,-43.21148,364,862028,2,2019-03-10
449,-22.98493,-43.21081,328,862030,5,2020-01-27
450,-22.83999,-43.29774,364,863765,1,2019-12-22
451,-22.92365,-43.17252,353,864071,1,2019-03-19
452,-22.96762,-43.18948,360,867206,1,2020-01-14
453,-22.98652,-43.19288,361,868851,1,2020-01-02
454,-22.91955,-43.23522,365,871503,0,2014-07-06
455,-22.92355,-43.18969,292,872540,1,2020-02-14
456,-22.98153,-43.19111,260,873890,10,2020-01-12
457,-22.97847,-43.19174,82,874356,5,2020-02-03
458,-22.98192,-43.19318,34,874722,3,2020-02-22
459,-22.94231,-43.19114,363,875470,1,2020-01-04
460,-22.96784,-43.18576,301,875689,6,2019-10-10
461,-22.97932,-43.18993,330,876893,6,2020-02-06
462,-22.96958,-43.18888,362,878810,2,2020-01-23
463,-22.97085,-43.18576,212,879781,0,2018-11-22
464,-22.98243,-43.21329,363,880106,2,2016-02-11
465,-22.98221,-43.19538,74,880400,2,2020-01-28
466,-22.98356,-43.19477,296,880683,5,2020-02-02
467,-22.97876,-43.18846,281,881573,4,2019-10-10
468,-22.98506,-43.1963,0,882431,-41,2020-02-17
469,-22.97995,-43.19024,352,882508,0,2020-01-10
470,-22.97995,-43.19024,353,882542,1,2019-08-14
471,-22.97995,-43.19024,355,882550,2,2018-12-28
472,-22.98111,-43.20182,364,883643,6,2020-01-06
473,-22.99576,-43.27004,365,885004,0,2019-03-25
474,-22.96898,-43.18947,229,885835,6,2020-02-14
475,-22.95386,-43.16839,130,886300,33,2020-02-18
476,-22.91382,-43.19184,363,888458,0,2018-07-22
477,-22.93623,-43.17785,299,889216,0,2017-01-29
478,-22.97236,-43.18419,360,889320,2,2020-01-07
479,-22.96906,-43.18497,138,892675,3,2020-02-16
480,-22.94725,-43.18546,313,893729,1,2020-01-02
481,-22.97526,-43.19348,0,895893,0,2019-02-03
482,-22.92222,-43.18299,329,895959,0,2020-01-02
483,-22.98018,-43.19527,325,898155,0,2016-01-31
484,-22.98185,-43.22226,5,899314,1,2019-09-02
485,-22.98419,-43.20904,268,900096,3,2017-09-26
486,-22.95019,-43.18916,363,901284,-11,2020-02-05
487,-22.98057,-43.20324,363,901618,0,2020-01-01
488,-22.91826,-43.20675,362,902440,0,2019-03-04
489,-22.96672,-43.18322,146,903424,3,2019-10-07
490,-22.9684,-43.18284,238,903430,0,2016-08-22
491,-22.96761,-43.19106,0,904294,0,2019-06-26
492,-22.98719,-43.19196,0,904873,-1,2019-07-05
493,-22.915,-43.21247,361,906732,2,2020-02-20
494,-22.96511,-43.19095,362,907024,0,2016-08-20
495,-22.96206,-43.16726,364,908175,2,2019-01-03
496,-22.97579,-43.1912,245,909010,36,2020-02-13
